product_id,product_name,category,segment,size,color,price,cogs
376,LotusWear UE-71,Streetwear,Performance,L,red,6949.76,6602.27
377,MekongFit UC-29,Streetwear,Everyday,XL,silver,3804.0,3196.5
378,HanoiStreet UE-30,Streetwear,Performance,M,black,6299.37,5324.23
379,HanoiStreet RP-07,Outdoor,Activewear,XL,yellow,1259.37,981.55
380,SaigonCore RP-04,Outdoor,Activewear,XL,purple,5398.47,3275.79
381,MekongFit RP-09,Outdoor,Activewear,XL,blue,1960.24,1862.23
382,VietMode RP-65,Outdoor,Activewear,M,blue,3841.74,3307.74
383,MekongStyle UC-13,Streetwear,Everyday,M,black,11954.96,6095.84
384,VietMode MA-14,Casual,All-weather,L,pink,9764.37,6568.49
385,DragonWear MA-02,Casual,All-weather,L,orange,39.06,22.66
386,HanoiStreet YY-25,GenZ,Trendy,S,white,55.21,32.88
387,HanoiStreet UE-22,Streetwear,Performance,M,blue,4566.49,2456.77
388,VietMode RS-04,Outdoor,Premium,L,green,2847.54,2029.16
389,UrbanVN RS-08,Outdoor,Premium,M,yellow,4632.06,4400.46
390,NamStyle YY-27,GenZ,Trendy,S,green,4283.37,4069.2
391,HanoiStreet RP-12,Outdoor,Activewear,S,white,41.48,25.82
392,PhoenixWear UE-20,Streetwear,Performance,XL,silver,6928.53,6582.1
393,SaigonFlex UC-18,Streetwear,Everyday,M,blue,10584.53,10055.31
394,SaigonFlex UM-16,Streetwear,Balanced,XL,black,22.93,14.28
395,SaigonFlex UM-01,Streetwear,Balanced,S,green,11028.43,10091.01
396,HanoiStreet UE-10,Streetwear,Performance,M,black,4913.37,3388.26
397,DragonWear UR-18,Streetwear,Standard,XL,silver,44.86,27.98
398,UrbanVN RP-12,Outdoor,Activewear,M,silver,3441.1,3269.04
399,VietMode RP-86,Outdoor,Activewear,L,white,4564.07,3732.95
400,IndigoViet UM-07,Streetwear,Balanced,M,purple,12837.05,7742.03
401,VietMode RP-02,Outdoor,Activewear,L,red,1233.54,706.94
402,VietMode MA-22,Casual,All-weather,L,green,8311.69,6208.83
403,HanoiStreet UR-06,Streetwear,Standard,S,red,7496.37,4533.05
405,BambooCraft UC-25,Streetwear,Everyday,L,green,8808.87,7972.03
406,VietMotion RP-61,Outdoor,Activewear,S,white,41.71,24.74
407,SaigonFlex UM-57,Streetwear,Balanced,S,orange,13107.43,7168.46
408,HanoiStreet UR-37,Streetwear,Standard,XL,black,20.1,12.22
409,BambooCraft UM-07,Streetwear,Balanced,M,yellow,11339.37,7381.93
410,SaigonCore RP-11,Outdoor,Activewear,L,orange,3464.37,2540.42
411,NamStyle YY-09,GenZ,Trendy,L,pink,1898.7,1803.77
412,LotusWear UE-50,Streetwear,Performance,M,yellow,45.44,28.01
413,HanoiStreet UR-14,Streetwear,Standard,S,pink,27.39,15.67
414,VietMode RP-32,Outdoor,Activewear,S,red,2933.64,2571.34
415,SaigonFlex UC-43,Streetwear,Everyday,L,pink,9414.21,6648.32
416,VietMode RP-23,Outdoor,Activewear,XL,black,4093.74,2673.21
417,SaigonFlex UC-02,Streetwear,Everyday,M,silver,10938.36,8362.37
418,MekongFit UC-11,Streetwear,Everyday,M,yellow,20.32,11.54
419,UrbanVN UE-25,Streetwear,Performance,M,purple,47.76,26.36
420,SaigonFlex UC-57,Streetwear,Everyday,S,orange,3023.37,1991.19
421,HanoiStreet UC-02,Streetwear,Everyday,XL,yellow,4494.11,4269.4
422,DragonWear MA-36,Casual,All-weather,S,green,5604.94,3526.07
423,HanoiStreet UE-41,Streetwear,Performance,S,orange,29.38,17.75
424,MekongFit RP-22,Outdoor,Activewear,S,green,3114.11,2258.66
425,DragonWear RP-07,Outdoor,Activewear,S,orange,4094.37,3531.8
426,MekongFit UM-15,Streetwear,Balanced,L,pink,2691.99,1457.98
427,HanoiStreet RP-76,Outdoor,Activewear,S,pink,3820.8,2436.14
428,MekongFit RP-35,Outdoor,Activewear,M,yellow,4610.97,2548.02
429,VietMode RP-55,Outdoor,Activewear,XL,blue,3275.37,2244.28
430,HanoiStreet UC-47,Streetwear,Everyday,S,white,34.62,19.58
431,VietMode RS-28,Outdoor,Premium,L,red,5246.29,4392.72
432,DragonWear UR-36,Streetwear,Standard,M,purple,8309.28,7893.82
433,NamStyle YY-07,GenZ,Trendy,S,green,2204.37,2094.15
434,SaigonFlex UC-27,Streetwear,Everyday,L,orange,11109.75,10554.26
435,LotusWear UR-33,Streetwear,Standard,M,black,9446.85,5966.63
436,HanoiStreet MA-06,Casual,All-weather,XL,yellow,2843.99,1924.53
437,VietMode RS-05,Outdoor,Premium,XL,silver,4426.66,3156.65
438,SaigonFlex UC-55,Streetwear,Everyday,L,red,10658.33,10125.42
439,VietMode RP-19,Outdoor,Activewear,XL,silver,40.14,25.57
440,HanoiStreet UC-62,Streetwear,Everyday,XL,yellow,9245.03,5388.93
441,VietMode MP-09,Casual,Activewear,M,black,4786.74,4467.94
442,NamStyle YY-24,GenZ,Trendy,M,blue,1353.87,1286.18
443,BambooCraft UC-03,Streetwear,Everyday,S,white,10289.23,8385.72
444,VietMode MA-11,Casual,All-weather,XL,purple,9196.74,8009.44
445,LotusWear UR-13,Streetwear,Standard,M,black,5036.85,3089.6
446,HanoiStreet RP-81,Outdoor,Activewear,M,blue,1012.76,643.51
447,VietMode MA-42,Casual,All-weather,L,green,10583.37,8359.8
448,VietMotion MA-12,Casual,All-weather,L,pink,26.06,14.93
449,DragonWear RP-18,Outdoor,Activewear,XL,blue,4800.53,4293.12
450,UrbanVN UR-32,Streetwear,Standard,M,yellow,2519.37,2246.27
451,VietMode RP-06,Outdoor,Activewear,L,white,4678.33,4444.42
452,HanoiStreet UC-04,Streetwear,Everyday,M,black,11339.37,9661.14
453,SaigonFlex UC-38,Streetwear,Everyday,M,blue,27.49,16.36
454,SaigonCore RS-01,Outdoor,Premium,L,green,23.12,14.72
455,SaigonFlex UC-03,Streetwear,Everyday,L,pink,12105.45,11500.18
456,DragonWear UR-22,Streetwear,Standard,XL,black,30.12,16.9
457,SaigonFlex UM-01,Streetwear,Balanced,S,green,11338.43,10771.51
458,SaigonFlex UE-15,Streetwear,Performance,XL,silver,6485.85,5394.28
459,LotusWear UR-12,Streetwear,Standard,S,red,5537.75,5115.22
460,SaigonCore UE-29,Streetwear,Performance,L,white,38.2,24.2
461,HanoiStreet UM-01,Streetwear,Balanced,M,silver,4913.37,3947.89
462,UrbanVN RP-06,Outdoor,Activewear,XL,black,13.67,8.84
463,VietMode RS-43,Outdoor,Premium,M,purple,5118.75,4862.82
464,MekongFit UE-33,Streetwear,Performance,M,silver,5291.37,3505.0
465,LotusWear UE-31,Streetwear,Performance,L,red,11336.85,10173.69
466,VietMode RP-87,Outdoor,Activewear,XL,purple,4629.24,3204.36
467,VietMode RP-10,Outdoor,Activewear,L,pink,3778.74,2748.28
468,IndigoViet UM-04,Streetwear,Balanced,L,orange,16231.72,15420.13
469,PhoenixWear UR-14,Streetwear,Standard,L,pink,5385.87,4297.92
470,SaigonFlex UE-05,Streetwear,Performance,M,silver,8186.85,6897.42
471,VietMode RS-61,Outdoor,Premium,XL,blue,33.59,21.48
472,HanoiStreet MA-10,Casual,All-weather,XL,blue,22.18,13.9
473,VietMotion UC-12,Streetwear,Everyday,S,white,42.3,25.73
474,HanoiStreet YY-18,GenZ,Trendy,M,silver,3407.94,1959.91
475,LotusWear UE-64,Streetwear,Performance,XL,blue,58.04,36.17
476,VietMode RP-70,Outdoor,Activewear,L,pink,4030.74,3829.2
477,VietMotion YY-07,GenZ,Trendy,L,pink,43.57,28.26
478,VietMotion RS-06,Outdoor,Premium,M,blue,31.63,20.31
479,SaigonFlex UC-17,Streetwear,Everyday,S,orange,11588.85,11009.41
480,SaigonFlex UC-09,Streetwear,Everyday,S,white,10607.75,8623.04
481,SaigonFlex UC-72,Streetwear,Everyday,XL,silver,11408.04,7676.47
482,VietMode RP-58,Outdoor,Activewear,L,green,2802.24,1524.14
483,UrbanVN YY-04,GenZ,Trendy,S,red,4801.85,2893.11
484,PhoenixWear UE-21,Streetwear,Performance,S,pink,5039.37,4227.53
485,MekongFit RP-05,Outdoor,Activewear,XL,yellow,1979.36,1058.36
486,LotusWear UE-74,Streetwear,Performance,M,blue,20786.85,15267.94
487,HanoiStreet MA-18,Casual,All-weather,XL,black,2900.22,2181.54
488,MekongFit UE-03,Streetwear,Performance,XL,silver,3123.12,1696.17
489,IndigoViet UM-03,Streetwear,Balanced,M,black,18386.83,15661.91
490,VietMotion RS-01,Outdoor,Premium,S,pink,27.45,16.82
491,UrbanVN UR-36,Streetwear,Standard,M,blue,42.27,26.13
492,SaigonFlex UM-80,Streetwear,Balanced,XL,purple,12606.23,10040.86
493,SaigonCore UE-17,Streetwear,Performance,L,orange,6087.37,3511.8
494,BambooCraft UM-16,Streetwear,Balanced,L,pink,9708.28,7207.43
495,HanoiStreet UE-36,Streetwear,Performance,XL,silver,5860.36,5567.35
496,SaigonFlex UC-47,Streetwear,Everyday,L,orange,11641.83,11059.74
497,SaigonCore YY-31,GenZ,Trendy,S,green,1705.58,1041.77
498,UrbanVN MA-17,Casual,All-weather,S,white,4242.39,4030.27
499,MekongFit UC-22,Streetwear,Everyday,S,red,7693.69,5870.29
500,SaigonFlex UM-97,Streetwear,Balanced,S,orange,11054.69,9357.8
501,NamStyle UC-01,Streetwear,Everyday,M,yellow,2708.37,1355.27
502,VietMode RP-05,Outdoor,Activewear,M,blue,4678.33,4099.62
503,HanoiStreet UM-30,Streetwear,Balanced,L,green,6985.37,6636.1
504,BambooCraft UM-02,Streetwear,Balanced,S,white,11978.29,7438.52
505,LotusWear UE-48,Streetwear,Performance,XL,silver,14014.35,13313.63
506,MekongFit RP-51,Outdoor,Activewear,M,purple,3028.62,2877.19
507,MekongFit RP-55,Outdoor,Activewear,M,yellow,2555.29,2320.71
508,LotusWear RP-09,Outdoor,Activewear,M,black,46.92,27.07
509,VietMotion UR-06,Streetwear,Standard,XL,blue,29.25,17.57
510,VietMode UE-15,Streetwear,Performance,M,purple,8188.74,4606.99
511,SaigonFlex UC-46,Streetwear,Everyday,M,black,8907.55,8272.45
512,MekongFit RP-23,Outdoor,Activewear,M,silver,4317.6,4101.72
513,SaigonFlex UM-78,Streetwear,Balanced,M,blue,18458.3,13679.45
514,PhoenixWear UE-22,Streetwear,Performance,M,yellow,6603.96,3515.95
515,VietMotion UE-07,Streetwear,Performance,M,blue,999999999.0,18.39
516,VietMode RP-46,Outdoor,Activewear,L,white,32.4,19.32
517,SaigonCore UC-03,Streetwear,Everyday,M,silver,5696.86,3744.54
518,SaigonFlex UM-06,Streetwear,Balanced,M,black,13211.57,7279.58
519,DragonWear MA-21,Casual,All-weather,M,black,5165.07,4456.42
520,SaigonFlex UC-61,Streetwear,Everyday,S,green,9577.15,5842.06
521,NamStyle YY-30,GenZ,Trendy,XL,yellow,53.08,32.38
522,VietMode RP-72,Outdoor,Activewear,S,red,4469.57,3598.0
523,MekongFit RP-08,Outdoor,Activewear,L,orange,1800.5,1710.47
524,HanoiStreet RS-03,Outdoor,Premium,XL,yellow,37.97,24.16
525,PhoenixWear UR-01,Streetwear,Standard,M,purple,6173.37,4869.55
526,VietMotion RS-10,Outdoor,Premium,M,silver,3358.79,3190.85
527,LotusWear UC-05,Streetwear,Everyday,XL,black,12281.85,7574.22
528,SaigonFlex UM-70,Streetwear,Balanced,M,purple,14179.44,13470.47
529,VietMotion UM-05,Streetwear,Balanced,L,red,9669.87,7081.25
530,MekongFit UE-20,Unknown,Performance,S,white,7559.37,5095.77
531,MekongFit UC-28,Streetwear,Everyday,L,green,6689.1,5573.36
532,VietMotion UR-19,Streetwear,Standard,S,green,42.51,26.61
533,SaigonCore UE-21,Streetwear,Performance,L,green,7948.04,7430.62
534,HanoiStreet UC-34,Streetwear,Everyday,XL,black,15434.37,14662.65
535,PhoenixWear UM-07,Streetwear,Balanced,S,green,6892.44,6547.82
536,DragonWear MA-41,Casual,All-weather,M,black,10143.0,8305.09
537,UrbanVN UE-10,Streetwear,Performance,L,red,6047.04,5297.81
538,HanoiStreet RP-40,Outdoor,Activewear,S,orange,32.46,18.53
539,DragonWear UR-40,Streetwear,Standard,M,yellow,24.73,15.54
540,MekongFit MA-05,Casual,All-weather,XL,silver,2653.82,1379.99
541,SaigonCore UR-07,Streetwear,Standard,M,black,10076.85,8257.98
542,BambooCraft UM-19,Streetwear,Balanced,M,black,11652.15,7134.61
543,SaigonCore UR-01,Streetwear,Standard,XL,purple,6236.37,4906.78
544,UrbanVN UE-23,Streetwear,Performance,XL,blue,27.09,15.64
545,MekongFit UC-26,Streetwear,Everyday,S,white,44.5,27.69
546,SaigonFlex UE-19,Streetwear,Performance,XL,black,7557.78,7179.89
547,SaigonFlex UC-63,Streetwear,Everyday,L,pink,11489.45,7924.28
548,SaigonFlex UC-04,Streetwear,Everyday,XL,yellow,10586.43,10057.11
549,VietMode RP-28,Outdoor,Activewear,S,green,4004.84,2924.74
550,HanoiStreet UM-04,Streetwear,Balanced,S,red,12599.37,11653.16
551,LotusWear UE-49,Streetwear,Performance,S,pink,44.74,26.73
552,NamStyle YY-29,GenZ,Trendy,L,pink,1889.37,1718.38
553,BambooCraft UC-19,Streetwear,Everyday,S,red,18.33,11.31
554,HanoiStreet UM-23,Streetwear,Balanced,XL,yellow,9597.87,7830.9
555,LotusWear UE-73,Streetwear,Performance,S,orange,12596.85,11250.25
556,LotusWear UR-09,Streetwear,Standard,M,silver,6401.85,3225.89
557,HanoiStreet RP-32,Outdoor,Activewear,S,white,3275.37,2282.28
558,SaigonCore YY-19,GenZ,Trendy,S,white,29.98,18.82
559,UrbanVN MA-09,Casual,All-weather,S,green,3559.95,3381.95
560,VietMode RP-89,Outdoor,Activewear,M,silver,5669.37,5385.9
561,VietMode RS-57,Outdoor,Premium,XL,yellow,21.89,13.79
562,MekongFit MA-07,Casual,All-weather,M,yellow,3141.3,2842.56
563,VietMode RP-96,Outdoor,Activewear,S,white,4245.68,3142.65
564,NamStyle YY-31,GenZ,Trendy,S,red,3527.37,2218.36
565,DragonWear UE-07,Streetwear,Performance,XL,yellow,37.81,21.77
566,MekongFit RP-20,Outdoor,Activewear,L,white,2834.37,2536.48
567,VietMotion RP-44,Outdoor,Activewear,XL,silver,1574.37,850.16
568,DragonWear MA-29,Casual,All-weather,M,yellow,6293.7,5979.02
569,HanoiStreet RP-13,Outdoor,Activewear,M,purple,1341.31,1274.25
570,VietMode RP-26,Outdoor,Activewear,L,white,22.9,14.01
571,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,11836.94,7837.24
572,VietMotion UC-25,Streetwear,Everyday,M,silver,10451.7,9744.12
573,SaigonCore YY-29,GenZ,Trendy,L,white,3023.37,2052.87
574,VietMode RP-08,Outdoor,Activewear,S,green,5668.74,4769.68
575,UrbanVN RP-09,Outdoor,Activewear,L,white,1609.91,1337.84
576,VietMotion RS-14,Outdoor,Premium,M,black,33.18,18.64
577,VietMotion RP-34,Outdoor,Activewear,M,silver,2193.03,1336.65
578,LotusWear UE-53,Streetwear,Performance,S,orange,11613.77,9075.0
579,LotusWear UE-58,Streetwear,Performance,M,silver,18896.85,11857.77
580,BambooCraft UM-11,Streetwear,Balanced,M,blue,9675.6,9191.82
581,UrbanVN UE-09,Streetwear,Performance,M,yellow,5425.36,5021.17
582,DragonWear MA-24,Casual,All-weather,S,white,23.83,13.27
583,VietMotion MA-08,Casual,All-weather,L,white,79.51,51.56
584,MekongFit MA-03,Casual,All-weather,M,purple,2541.87,1871.58
585,MekongFit UM-04,Streetwear,Balanced,XL,silver,9359.51,8891.53
586,VietMode RS-11,Outdoor,Premium,M,blue,44.12,24.31
587,MekongFit UC-24,Streetwear,Everyday,L,orange,35.83,20.58
588,DragonWear UM-22,Streetwear,Balanced,XL,purple,22.42,12.83
589,BambooCraft UC-09,Streetwear,Everyday,L,red,29.36,17.31
590,VietMode RS-59,Outdoor,Premium,M,black,20.51,12.95
591,HanoiStreet UR-22,Streetwear,Standard,S,green,6929.37,6582.9
592,MekongFit RP-52,Outdoor,Activewear,L,green,3028.62,2278.43
593,MekongFit MA-02,Casual,All-weather,S,white,3432.87,3261.23
594,LotusWear UE-67,Streetwear,Performance,L,green,12596.85,11967.01
595,SaigonFlex UM-69,Streetwear,Balanced,S,white,7809.46,4229.6
596,VietMode RP-09,Outdoor,Activewear,M,silver,3944.04,3586.71
597,UrbanVN UR-12,Streetwear,Standard,M,yellow,31.16,19.79
598,SaigonFlex UM-21,Streetwear,Balanced,S,green,10765.6,9498.49
599,SaigonCore YY-07,GenZ,Trendy,S,orange,1103.37,1048.2
600,PhoenixWear UR-18,Streetwear,Standard,L,orange,6299.37,5456.51
601,SaigonFlex UC-85,Streetwear,Everyday,S,red,30.15,17.16
602,VietMode RP-43,Outdoor,Activewear,XL,black,4603.8,4373.61
603,VietMotion UC-27,Streetwear,Everyday,XL,yellow,2324.01,2207.81
604,BambooCraft UC-07,Streetwear,Everyday,S,pink,10940.58,10050.02
605,VietMotion UC-24,Streetwear,Everyday,S,green,8381.72,7962.63
606,VietMotion RP-36,Outdoor,Activewear,XL,yellow,1546.07,1225.11
607,VietMotion RP-48,Outdoor,Activewear,XL,black,1511.37,1150.61
608,VietMode RP-14,Outdoor,Activewear,L,orange,27.0,15.33
609,UrbanVN RS-07,Outdoor,Premium,S,pink,68.89,43.71
610,PhoenixWear UE-01,Streetwear,Performance,S,pink,7739.01,4210.02
611,VietMotion RP-22,Outdoor,Activewear,M,purple,768.18,444.85
612,SaigonCore YY-35,GenZ,Trendy,S,red,3968.37,2471.1
613,DragonWear MA-34,Casual,All-weather,L,white,27.43,15.21
614,SaigonFlex UC-93,Streetwear,Everyday,S,pink,11516.4,9278.76
615,PhoenixWear UM-11,Streetwear,Balanced,S,red,6667.37,3474.37
616,VietMode RP-92,Outdoor,Activewear,S,red,34.87,19.35
617,DragonWear RP-04,Outdoor,Activewear,M,yellow,786.87,401.85
618,SaigonFlex UM-73,Streetwear,Balanced,S,pink,17.41,10.05
619,DragonWear UC-03,Streetwear,Everyday,XL,black,9513.0,9029.74
620,SaigonFlex UC-92,Streetwear,Everyday,XL,silver,11006.55,7708.99
621,VietMode RS-53,Outdoor,Premium,XL,purple,3167.9,3009.5
622,SaigonCore UE-01,Streetwear,Performance,L,green,8892.5,5203.89
623,NamStyle YY-22,GenZ,Trendy,XL,black,1386.88,1076.91
624,VietMode RS-67,Outdoor,Premium,M,yellow,2770.74,1718.69
625,UrbanVN UR-21,Streetwear,Standard,L,pink,26.16,16.16
626,SaigonFlex UM-26,Streetwear,Balanced,M,black,21110.52,17857.39
627,PhoenixWear UM-15,Streetwear,Balanced,S,white,10854.36,6990.21
628,SaigonFlex UM-49,Streetwear,Balanced,S,white,13238.56,12576.63
629,VietMode RP-07,Outdoor,Activewear,XL,purple,5668.74,3382.54
630,SaigonCore UE-12,Streetwear,Performance,M,silver,7626.91,6550.75
631,DragonWear MA-27,Casual,All-weather,XL,silver,5077.28,4735.07
632,HanoiStreet UE-25,Streetwear,Performance,S,green,10079.37,9575.4
633,LotusWear UR-47,Streetwear,Standard,XL,purple,9446.85,7969.36
634,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,6544.42,4298.38
635,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.86,10116.41
636,HanoiStreet UE-21,Streetwear,Performance,S,orange,25.58,14.43
637,VietMode UE-09,Streetwear,Performance,XL,yellow,10719.6,10183.62
638,HanoiStreet RS-19,Outdoor,Premium,XL,purple,26.29,14.95
639,VietMode RP-38,Outdoor,Activewear,L,green,56.72,33.49
640,VietMotion UE-24,Streetwear,Performance,L,red,4649.9,4417.4
641,VietMode UE-17,Streetwear,Performance,XL,silver,8819.22,8378.26
642,LotusWear UR-44,Streetwear,Standard,S,orange,7556.85,5834.64
643,MekongFit UC-09,Streetwear,Everyday,XL,silver,8323.85,7907.66
644,MekongFit MA-04,Casual,All-weather,L,green,1243.62,1007.58
645,LotusWear UR-25,Streetwear,Standard,M,blue,8816.85,5025.6
646,HanoiStreet UE-34,Streetwear,Performance,M,purple,3806.73,3616.4
647,VietMotion RP-40,Outdoor,Activewear,XL,blue,33.75,19.66
648,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.11,14039.33
649,VietMode RP-52,Outdoor,Activewear,S,red,4556.32,3423.17
650,VietMode RP-41,Outdoor,Activewear,M,yellow,1802.12,1575.77
651,HanoiStreet RP-45,Outdoor,Activewear,M,silver,890.45,566.95
652,DragonWear MA-04,Casual,All-weather,S,white,9610.76,5604.03
653,VietMotion MA-09,Casual,All-weather,XL,purple,23.97,14.16
654,VietMode RP-50,Outdoor,Activewear,L,pink,5479.74,5205.75
655,VietMode RS-52,Outdoor,Premium,L,white,26.79,16.63
656,DragonWear UE-04,Streetwear,Performance,S,green,9216.9,7344.95
657,SaigonCore YY-54,GenZ,Trendy,XL,yellow,1885.75,1552.16
658,SaigonFlex UC-26,Streetwear,Everyday,M,black,8951.67,7753.94
659,VietMotion MA-13,Casual,All-weather,XL,yellow,2387.3,2267.93
660,VietMode RP-73,Outdoor,Activewear,M,black,5051.44,4798.87
661,VietMotion MA-04,Casual,All-weather,L,red,46.94,27.68
662,UrbanVN UE-24,Streetwear,Performance,S,white,6479.72,5307.54
663,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.96,10600.06
664,DragonWear RP-12,Outdoor,Activewear,M,silver,3676.28,3492.47
665,UrbanVN UC-14,Streetwear,Everyday,XL,yellow,6564.19,6235.98
666,VietMode MP-05,Casual,Activewear,M,silver,69.38,41.76
667,UrbanVN RP-32,Outdoor,Activewear,M,silver,82.13,50.65
668,PhoenixWear UC-09,Streetwear,Everyday,XL,yellow,9154.69,7143.41
669,SaigonFlex UM-33,Streetwear,Balanced,S,pink,14291.7,13021.17
670,MekongFit MA-11,Casual,All-weather,M,blue,3460.89,3287.85
671,VietMode RP-62,Outdoor,Activewear,L,red,5983.85,3805.73
672,VietMode RP-01,Outdoor,Activewear,M,yellow,3195.99,3036.19
673,UrbanVN UR-07,Streetwear,Standard,S,white,5358.4,3888.59
674,DragonWear UR-32,Streetwear,Standard,M,black,51.19,30.35
675,DragonWear RP-19,Outdoor,Activewear,S,white,3779.37,3590.4
676,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.9,38.96
677,VietMode RP-59,Outdoor,Activewear,XL,silver,16.26,9.29
678,VietMotion RP-06,Outdoor,Activewear,M,yellow,41.61,24.93
679,SaigonCore YY-04,GenZ,Trendy,M,yellow,2719.39,2583.43
680,VietMode RP-42,Outdoor,Activewear,L,red,1802.12,1309.06
681,HanoiStreet YY-15,GenZ,Trendy,L,white,1038.87,951.4
682,HanoiStreet RS-09,Outdoor,Premium,M,purple,2267.37,1983.27
683,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.73,8328.66
684,LotusWear UE-24,Streetwear,Performance,XL,blue,88.7,52.24
685,DragonWear MA-38,Casual,All-weather,L,pink,5355.0,4705.97
686,HanoiStreet RP-18,Outdoor,Activewear,L,red,3782.68,2712.94
687,LotusWear UR-08,Streetwear,Standard,S,green,6434.26,5945.25
688,VietMode RS-20,Outdoor,Premium,L,orange,32.39,18.07
689,VietMotion RP-07,Outdoor,Activewear,L,red,1290.87,908.0
690,HanoiStreet MA-08,Casual,All-weather,M,black,32.86,19.68
691,MekongFit MA-01,Casual,All-weather,XL,blue,4535.04,2953.22
692,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.01,26.88
693,LotusWear RP-04,Outdoor,Activewear,S,green,27.85,17.56
694,SaigonCore UE-22,Streetwear,Performance,XL,silver,9128.7,8672.26
695,MekongFit RP-33,Outdoor,Activewear,XL,silver,3432.87,2542.73
696,SaigonCore UR-11,Streetwear,Standard,M,purple,2235.93,2124.13
697,LotusWear UE-70,Streetwear,Performance,M,yellow,6296.85,5735.17
698,MekongFit UR-17,Streetwear,Standard,S,red,33.25,20.98
699,MekongFit UE-24,Streetwear,Performance,S,pink,5589.41,5309.94
700,VietMode RP-33,Outdoor,Activewear,M,black,4865.72,4089.64
701,VietMode RS-92,Outdoor,Premium,L,white,37.51,23.59
702,LotusWear UE-09,Streetwear,Performance,S,pink,36.71,20.8
703,VietMotion UC-29,Streetwear,Everyday,M,black,7536.5,7159.68
704,DragonWear MA-06,Casual,All-weather,L,green,26.43,16.41
705,SaigonFlex UM-25,Streetwear,Balanced,S,red,14672.77,13939.14
706,MekongStyle UC-10,Streetwear,Everyday,L,pink,32.94,18.18
707,VietMode RP-09,Outdoor,Activewear,M,silver,2317.9,1762.07
708,MekongFit RS-08,Outdoor,Premium,S,red,2225.38,2045.79
709,VietMode MP-04,Casual,Activewear,S,green,5794.74,4156.57
710,HanoiStreet UM-29,Streetwear,Balanced,M,purple,46.64,29.34
711,UrbanVN MA-04,Casual,All-weather,XL,black,28.21,16.14
712,VietMode RP-84,Outdoor,Activewear,S,orange,3652.74,2041.52
713,SaigonCore UR-03,Streetwear,Standard,M,silver,6307.37,3885.97
714,VietMode RP-45,Outdoor,Activewear,M,blue,4981.02,3912.59
715,UrbanVN UC-31,Streetwear,Everyday,S,green,37.99,20.95
716,VietMotion RP-51,Outdoor,Activewear,L,white,715.6,486.68
717,VietMotion RS-11,Outdoor,Premium,L,pink,26.06,15.59
718,VietMode RP-52,Outdoor,Activewear,S,red,5669.05,3895.21
719,HanoiStreet UE-33,Streetwear,Performance,S,white,3853.82,3304.65
720,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.31,4666.29
721,VietMotion RP-55,Outdoor,Activewear,L,pink,40.93,23.21
722,MekongStyle UC-01,Streetwear,Everyday,M,yellow,14486.85,13762.51
723,LotusWear UE-01,Streetwear,Performance,S,red,34.04,21.34
724,DragonWear UE-03,Streetwear,Performance,XL,purple,7553.7,7176.02
725,DragonWear MA-22,Casual,All-weather,L,orange,6615.0,3489.41
726,BambooCraft UM-08,Streetwear,Balanced,L,red,10134.11,9627.4
727,SaigonFlex UM-02,Streetwear,Balanced,M,silver,17955.92,17058.12
728,HanoiStreet YY-03,GenZ,Trendy,L,orange,3419.93,2547.51
729,HanoiStreet RP-68,Outdoor,Activewear,S,red,3997.02,2058.47
730,HanoiStreet RP-44,Outdoor,Activewear,S,green,23.03,14.12
731,HanoiStreet RP-34,Outdoor,Activewear,L,green,2645.37,2343.8
732,VietMode RP-35,Outdoor,Activewear,XL,blue,1348.78,1048.81
733,SaigonCore UR-10,Streetwear,Standard,S,white,6828.57,5400.03
734,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.5,14966.77
735,SaigonFlex UC-31,Streetwear,Everyday,L,green,11783.94,9612.16
736,MekongFit UE-13,Streetwear,Performance,M,silver,3193.26,3033.6
737,PhoenixWear UR-19,Streetwear,Standard,XL,blue,5280.82,4593.78
738,UrbanVN RP-14,Outdoor,Activewear,XL,yellow,3527.37,1933.0
739,DragonWear UR-31,Streetwear,Standard,S,red,8757.0,8319.15
740,HanoiStreet RP-05,Outdoor,Activewear,M,silver,2046.87,1742.91
741,SaigonFlex UM-85,Streetwear,Balanced,S,red,45.27,25.32
742,PhoenixWear RP-01,Outdoor,Activewear,S,pink,34.08,22.05
743,VietMotion YY-16,GenZ,Trendy,XL,silver,936.01,826.41
744,MekongStyle UC-11,Streetwear,Everyday,XL,yellow,21.69,12.16
745,VietMode MA-26,Casual,All-weather,L,red,41.08,24.34
746,SaigonCore UR-06,Streetwear,Standard,S,red,8561.7,6144.73
747,VietMode RP-20,Outdoor,Activewear,S,pink,4448.67,3015.75
748,HanoiStreet UE-26,Streetwear,Performance,M,silver,38.27,24.37
749,VietMode RP-03,Outdoor,Activewear,XL,black,4566.24,4337.93
